id,department,priority,status,staff_id,created_at,resolved_at,complexity
38732,OPD,Low,Resolved,56,2025-03-15 01:19:19.204340,2025-03-16 20:35:34.380649,6
38733,PEDS,Low,Resolved,68,2025-10-03 08:58:19.204340,2025-10-04 20:29:37.126971,6
38734,CARD,Medium,Resolved,93,2025-06-26 02:45:19.204340,2025-06-26 09:36:51.655166,9
38735,ER,Low,Resolved,15,2025-03-20 00:05:19.204340,2025-03-22 03:48:09.975026,7
38736,CARD,Medium,Resolved,97,2025-07-11 05:54:19.204340,2025-07-11 16:21:40.681020,9
38737,SURG,High,Resolved,40,2025-08-28 07:52:19.204340,2025-08-28 08:33:16.456090,9
38738,RAD,High,Resolved,86,2026-01-30 04:57:19.204340,2026-01-30 09:22:44.857783,10
38739,ER,Medium,Resolved,1,2025-08-01 03:05:19.204340,2025-08-01 16:18:06.762153,6
38740,ER,Low,Resolved,13,2025-08-04 06:40:19.204340,2025-08-05 02:08:15.435768,7
38741,RAD,Medium,Resolved,84,2025-05-14 01:37:19.204340,2025-05-14 16:03:09.690147,5
38742,SURG,High,Resolved,36,2025-03-07 02:44:19.204340,2025-03-07 04:31:41.377498,3
38743,RAD,Medium,Resolved,86,2026-01-23 03:38:19.204340,2026-01-23 13:34:48.482829,8
38744,OPD,High,Resolved,56,2025-05-24 05:54:19.204340,2025-05-24 10:52:53.236539,2
38745,ER,Low,Resolved,13,2025-03-25 23:27:19.204340,2025-03-26 10:23:41.139970,1
38746,OPD,Medium,Resolved,51,2025-10-24 05:23:19.204340,2025-10-25 03:16:32.710796,6
38747,SURG,Medium,Resolved,45,2026-01-13 03:23:19.204340,2026-01-13 09:19:59.431806,3
38748,CARD,Medium,Resolved,97,2025-10-25 06:17:19.204340,2025-10-25 16:27:11.663809,4
38749,PEDS,Medium,Resolved,63,2025-06-02 00:41:19.204340,2025-06-02 04:40:06.015173,5
38750,PEDS,Medium,Resolved,67,2025-12-17 11:07:19.204340,2025-12-17 23:53:26.276324,5
38751,RAD,High,Resolved,76,2025-03-08 04:46:19.204340,2025-03-08 06:56:55.966337,5
38752,CARD,Medium,Resolved,94,2025-04-16 06:49:19.204340,2025-04-16 16:48:30.675308,7
38753,CARD,High,Resolved,92,2026-02-17 08:11:19.204340,2026-02-17 12:10:01.938662,3
38754,RAD,Medium,Resolved,85,2025-10-28 02:37:19.204340,2025-10-28 19:28:13.646906,3
38755,ICU,High,Resolved,21,2025-04-26 03:31:19.204340,2025-04-26 04:52:40.042781,7
38756,RAD,High,Resolved,82,2025-10-22 07:39:19.204340,2025-10-22 10:34:47.334991,4
38757,RAD,High,Resolved,87,2025-07-19 23:47:19.204340,2025-07-20 01:30:53.324012,6
38758,ICU,Medium,Resolved,26,2026-02-02 02:34:19.204340,2026-02-02 20:38:21.321344,2
38759,PEDS,Medium,Resolved,64,2025-11-18 01:18:19.204340,2025-11-18 09:17:17.414449,1
38760,ER,Medium,Resolved,2,2025-06-16 02:38:19.204340,2025-06-16 10:48:49.725767,2
38761,SURG,Low,Resolved,41,2025-11-23 01:41:19.204340,2025-11-24 13:36:00.669115,3
38762,CARD,Medium,Resolved,92,2025-05-04 00:49:19.204340,2025-05-04 12:09:41.542825,7
38763,ICU,Medium,Resolved,21,2025-04-07 07:38:19.204340,2025-04-07 13:50:19.133087,10
38764,ICU,Medium,Resolved,20,2025-06-24 02:08:19.204340,2025-06-25 06:51:06.105109,3
38765,ER,Medium,Resolved,3,2026-01-08 06:54:19.204340,2026-01-08 11:09:53.035879,6
38766,PEDS,Medium,Resolved,67,2025-04-27 09:59:19.204340,2025-04-27 19:57:11.225821,4
38767,CARD,Medium,Resolved,93,2025-07-15 03:30:19.204340,2025-07-15 09:43:28.937657,2
38768,ICU,Medium,Resolved,24,2025-06-12 06:14:19.204340,2025-06-12 20:21:48.174863,8
38769,RAD,Low,Resolved,83,2025-04-29 19:14:19.204340,2025-04-30 17:35:51.203032,4
38770,OPD,High,Resolved,48,2025-06-04 01:06:19.204340,2025-06-04 08:45:21.534122,5
38771,PEDS,Low,Resolved,61,2025-05-25 01:57:19.204340,2025-05-26 14:16:43.267752,7
38772,SURG,Medium,Resolved,41,2025-12-27 05:46:19.204340,2025-12-27 21:09:16.331694,6
38773,ER,Medium,Resolved,3,2025-06-23 01:06:19.204340,2025-06-23 06:53:25.681016,2
38774,OPD,Medium,Resolved,48,2025-06-10 22:55:19.204340,2025-06-11 04:55:24.503645,7
38775,CARD,Medium,Resolved,94,2025-11-19 23:16:19.204340,2025-11-20 13:22:51.389347,3
38776,OPD,Medium,Resolved,55,2025-07-09 03:35:19.204340,2025-07-09 19:12:45.734534,1
38777,ICU,Medium,Resolved,30,2025-06-19 05:02:19.204340,2025-06-20 06:40:41.884079,6
38778,CARD,Medium,Resolved,97,2025-07-27 00:23:19.204340,2025-07-27 12:41:46.837270,6
38779,RAD,Medium,Resolved,85,2025-08-09 23:41:19.204340,2025-08-10 07:31:57.307178,9
38780,PEDS,High,Resolved,70,2026-01-05 00:34:19.204340,2026-01-05 02:28:57.186987,6
38781,ER,Medium,Resolved,6,2025-03-17 08:34:19.204340,2025-03-17 17:05:34.428746,3
38782,PEDS,Medium,Resolved,74,2025-05-15 01:12:19.204340,2025-05-15 16:10:18.369234,10
38783,OPD,Medium,Resolved,50,2025-07-21 06:00:19.204340,2025-07-21 13:20:17.907949,9
38784,ER,Medium,Resolved,13,2025-07-30 01:05:19.204340,2025-07-30 11:58:04.790610,10
38785,ER,Medium,Resolved,15,2025-05-31 04:41:19.204340,2025-05-31 13:31:57.575009,1
38786,ICU,Low,Resolved,20,2025-06-29 06:06:19.204340,2025-06-30 00:37:56.010184,2
38787,CARD,Medium,Resolved,101,2025-03-06 02:21:19.204340,2025-03-06 19:50:54.478401,2
38788,ER,Low,Resolved,13,2025-12-02 08:33:19.204340,2025-12-03 02:18:21.254164,2
38789,ICU,Medium,Resolved,25,2025-11-13 06:55:19.204340,2025-11-13 13:31:25.904239,8
38790,ICU,Medium,Resolved,23,2025-07-28 08:27:19.204340,2025-07-29 04:35:38.765545,8
38791,ER,High,Resolved,14,2025-09-11 22:10:19.204340,2025-09-12 00:28:32.853660,4
38792,ICU,Medium,Resolved,23,2025-03-29 08:33:19.204340,2025-03-29 18:35:27.726241,10
38793,ER,Medium,Resolved,8,2025-10-13 11:45:19.204340,2025-10-13 22:40:56.243541,4
38794,OPD,Low,Resolved,50,2025-07-20 06:55:19.204340,2025-07-21 12:12:45.104751,8
38795,SURG,High,Resolved,33,2025-09-15 06:40:19.204340,2025-09-15 11:15:51.401734,6
38796,RAD,Medium,Resolved,77,2025-09-26 03:51:19.204340,2025-09-26 07:40:29.199899,1
38797,ICU,Medium,Resolved,26,2025-07-31 04:26:19.204340,2025-07-31 16:49:01.005384,9
38798,ICU,Medium,Resolved,23,2025-10-31 07:58:19.204340,2025-11-01 05:46:37.035760,8
38799,ER,Low,Resolved,4,2026-01-30 10:31:19.204340,2026-02-01 22:57:21.465548,10
38800,CARD,High,Resolved,98,2025-04-18 06:05:19.204340,2025-04-18 08:27:50.554520,4
38801,PEDS,Low,Resolved,75,2025-12-28 08:00:19.204340,2025-12-29 09:52:46.830074,1
38802,SURG,Low,Resolved,34,2025-06-25 11:40:19.204340,2025-06-26 16:48:02.511438,8
38803,OPD,High,Resolved,54,2025-04-21 04:22:19.204340,2025-04-21 08:20:07.908901,1
38804,ICU,Medium,Resolved,19,2025-07-05 02:13:19.204340,2025-07-05 13:58:37.377117,1
38805,ICU,Medium,Resolved,27,2025-10-01 05:10:19.204340,2025-10-02 04:15:52.297196,9
38806,ICU,Medium,Resolved,23,2025-07-09 10:35:19.204340,2025-07-09 19:12:10.990103,9
38807,SURG,Medium,Resolved,37,2026-02-07 06:05:19.204340,2026-02-07 18:08:50.649772,7
38808,RAD,High,Resolved,76,2025-05-22 03:15:19.204340,2025-05-22 09:10:05.470599,3
38809,RAD,Medium,Resolved,80,2026-02-24 01:09:19.204340,2026-02-24 14:35:17.562842,9
38810,CARD,Medium,Resolved,92,2025-10-14 05:22:19.204340,2025-10-14 11:31:23.840872,10
38811,ICU,Medium,Resolved,22,2026-02-10 21:50:19.204340,2026-02-11 05:55:39.732410,9
38812,ICU,Low,Resolved,23,2025-10-17 09:45:19.204340,2025-10-19 06:11:03.907666,10
38813,SURG,Medium,Resolved,45,2025-04-09 02:58:19.204340,2025-04-09 14:10:14.522141,7
38814,SURG,Low,Resolved,39,2025-07-08 02:20:19.204340,2025-07-09 02:12:52.070143,4
38815,SURG,High,Resolved,32,2025-03-22 06:56:19.204340,2025-03-22 08:14:34.316415,10
38816,ER,Low,Resolved,6,2025-04-05 12:16:19.204340,2025-04-07 05:22:37.285822,10
38817,ER,Low,Resolved,11,2025-10-19 07:51:19.204340,2025-10-20 23:39:18.057294,3
38818,OPD,Low,Resolved,55,2026-02-27 22:14:19.204340,2026-02-28 18:34:09.538519,7
38819,RAD,Low,Resolved,89,2026-02-22 23:01:19.204340,2026-02-23 18:58:26.750103,6
38820,CARD,Medium,Resolved,105,2025-05-23 02:17:19.204340,2025-05-24 04:56:15.124769,10
38821,OPD,Medium,Resolved,58,2025-04-10 05:54:19.204340,2025-04-11 10:41:25.220916,4
38822,ER,High,Resolved,7,2025-10-23 00:54:19.204340,2025-10-23 05:41:35.568733,3
38823,SURG,Medium,Resolved,32,2025-11-16 21:58:19.204340,2025-11-17 05:45:00.100538,8
38824,OPD,Medium,Resolved,57,2025-11-28 00:43:19.204340,2025-11-28 06:26:42.763079,5
38825,ER,Low,Resolved,7,2025-03-11 17:58:19.204340,2025-03-12 04:58:25.742507,9
38826,OPD,Medium,Resolved,60,2026-01-24 22:47:19.204340,2026-01-25 07:26:47.125066,5
38827,SURG,Medium,Resolved,33,2025-10-06 07:07:19.204340,2025-10-06 13:40:02.599434,3
38828,RAD,Low,Resolved,82,2025-05-06 05:43:19.204340,2025-05-07 15:20:04.962997,5
38829,SURG,Low,Resolved,31,2025-03-13 05:28:19.204340,2025-03-16 10:42:49.665267,7
38830,PEDS,Medium,Resolved,61,2025-11-30 02:47:19.204340,2025-11-30 10:48:46.950547,8
38831,CARD,High,Resolved,103,2025-11-15 12:17:19.204340,2025-11-15 13:03:12.070239,8
38832,RAD,Medium,Resolved,90,2026-01-07 06:51:19.204340,2026-01-08 03:32:34.075664,4
38833,OPD,Low,Resolved,49,2025-04-12 03:12:19.204340,2025-04-13 08:35:45.806853,9
38834,SURG,Medium,Resolved,34,2025-05-22 07:50:19.204340,2025-05-22 19:21:58.548027,5
38835,ICU,Medium,Resolved,21,2025-12-03 23:56:19.204340,2025-12-05 12:07:54.621851,3
38836,SURG,Low,Resolved,41,2025-12-13 23:40:19.204340,2025-12-16 06:15:57.767145,2
38837,ICU,Medium,Resolved,24,2025-03-05 20:17:19.204340,2025-03-07 07:06:25.562715,10
38838,PEDS,Medium,Resolved,67,2025-03-23 23:21:19.204340,2025-03-24 07:31:20.347285,8
38839,RAD,Low,Resolved,86,2025-11-03 08:37:19.204340,2025-11-05 10:07:48.428506,10
38840,SURG,Low,Resolved,38,2025-12-10 23:58:19.204340,2025-12-13 12:09:35.048801,10
38841,RAD,High,Resolved,86,2025-07-02 07:06:19.204340,2025-07-02 10:43:48.494201,2
38842,PEDS,Low,Resolved,64,2026-01-08 02:40:19.204340,2026-01-09 18:26:20.933743,5
38843,ER,Low,Resolved,8,2025-05-25 04:05:19.204340,2025-05-26 05:18:20.464296,7
38844,OPD,Low,Resolved,55,2026-02-25 04:51:19.204340,2026-02-26 00:54:34.058426,10
38845,OPD,Medium,Resolved,48,2025-11-27 20:07:19.204340,2025-11-28 03:03:07.992212,2
38846,CARD,Low,Open,93,2026-03-02 03:26:19.204340,,4
38847,CARD,High,Resolved,104,2025-06-11 22:30:19.204340,2025-06-12 00:21:55.364986,5
38848,PEDS,High,Resolved,65,2025-10-08 06:39:19.204340,2025-10-08 08:00:44.139749,2
38849,ER,High,Resolved,6,2025-03-06 22:12:19.204340,2025-03-07 04:26:20.420225,10
38850,OPD,Low,Resolved,59,2025-05-09 23:27:19.204340,2025-05-11 18:51:58.503709,3
38851,PEDS,Medium,Resolved,61,2025-05-19 02:15:19.204340,2025-05-19 12:58:59.498794,5
38852,ER,High,Resolved,14,2025-06-13 08:14:19.204340,2025-06-13 11:49:38.432055,6
38853,ICU,High,Resolved,17,2025-09-13 03:23:19.204340,2025-09-13 08:55:22.136286,1
38854,ER,Medium,Resolved,8,2025-10-25 00:01:19.204340,2025-10-25 08:35:35.686489,9
38855,ER,Medium,Resolved,7,2025-12-12 03:20:19.204340,2025-12-12 17:41:07.556288,8
38856,OPD,Low,Resolved,49,2025-04-16 08:00:19.204340,2025-04-17 14:45:37.058884,3
38857,OPD,High,Resolved,53,2025-04-18 02:43:19.204340,2025-04-18 13:13:07.900172,10
38858,OPD,Medium,Resolved,50,2026-01-25 02:31:19.204340,2026-01-25 21:12:51.261095,3
38859,OPD,Medium,Resolved,51,2025-12-16 02:54:19.204340,2025-12-16 16:45:50.483648,2
38860,RAD,High,Resolved,79,2025-11-25 21:13:19.204340,2025-11-25 22:49:32.530538,5
38861,RAD,Medium,Resolved,85,2025-10-05 23:26:19.204340,2025-10-06 15:29:52.098680,1
38862,OPD,Low,Resolved,60,2025-07-22 08:05:19.204340,2025-07-23 09:24:08.315119,3
38863,SURG,Low,Resolved,37,2025-04-08 08:33:19.204340,2025-04-09 08:50:16.471947,2
38864,OPD,Medium,Resolved,47,2025-08-07 04:54:19.204340,2025-08-07 08:20:36.905630,3
38865,ER,Low,Resolved,14,2025-11-26 02:37:19.204340,2025-11-27 20:13:45.339852,5
38866,RAD,High,Resolved,87,2025-12-06 06:45:19.204340,2025-12-06 10:50:36.046105,6
38867,CARD,Low,Resolved,103,2025-04-18 10:40:19.204340,2025-04-19 22:09:06.256745,2
38868,ER,Medium,Resolved,4,2025-05-10 00:24:19.204340,2025-05-10 09:51:13.598504,4
38869,SURG,Medium,Resolved,33,2025-05-31 22:06:19.204340,2025-06-01 12:58:29.510150,4
38870,CARD,Low,Resolved,94,2025-04-12 02:28:19.204340,2025-04-13 04:17:34.837499,6
38871,ER,Medium,Open,8,2026-03-02 06:53:19.204340,,9
38872,RAD,Medium,Resolved,80,2025-11-21 21:59:19.204340,2025-11-22 21:21:35.894541,4
38873,SURG,Medium,Resolved,35,2025-09-03 08:53:19.204340,2025-09-04 01:18:02.722026,1
38874,SURG,Low,Resolved,44,2025-11-08 19:52:19.204340,2025-11-10 05:03:17.339444,7
38875,SURG,Medium,Resolved,43,2026-01-16 03:03:19.204340,2026-01-16 12:08:28.918487,4
38876,PEDS,Medium,Resolved,74,2026-02-22 10:06:19.204340,2026-02-23 03:00:08.206203,8
38877,ICU,Medium,Resolved,20,2025-11-14 06:16:19.204340,2025-11-14 22:56:42.519979,10
38878,OPD,Low,Resolved,51,2025-11-21 17:10:19.204340,2025-11-22 09:15:26.912918,2
38879,SURG,Medium,Resolved,31,2026-01-04 00:51:19.204340,2026-01-04 09:30:17.100789,1
38880,CARD,Medium,Resolved,91,2025-04-22 04:48:19.204340,2025-04-22 10:43:10.419230,2
38881,RAD,Low,Resolved,82,2026-01-14 08:43:19.204340,2026-01-16 08:19:25.693750,10
38882,RAD,Low,Resolved,79,2025-11-21 09:28:19.204340,2025-11-22 16:47:43.467074,8
38883,PEDS,High,Resolved,74,2026-02-13 21:14:19.204340,2026-02-14 00:13:47.596545,6
38884,ICU,Medium,Resolved,28,2025-04-02 04:21:19.204340,2025-04-02 12:08:00.615849,8
38885,ICU,High,Resolved,26,2025-09-09 04:07:19.204340,2025-09-09 08:38:01.738087,5
38886,ER,Low,Resolved,1,2025-04-11 00:18:19.204340,2025-04-13 04:22:45.887338,2
38887,ER,Medium,Resolved,2,2025-09-04 01:29:19.204340,2025-09-04 14:55:16.518497,7
38888,CARD,Low,Resolved,96,2025-09-30 02:15:19.204340,2025-10-01 14:08:58.764177,9
38889,OPD,High,Resolved,60,2025-04-22 21:34:19.204340,2025-04-23 00:05:42.001938,9
38890,PEDS,Medium,Resolved,71,2025-07-31 02:35:19.204340,2025-07-31 17:06:56.133545,1
38891,ICU,Low,Resolved,16,2025-12-28 02:30:19.204340,2025-12-28 23:51:42.517366,9
38892,CARD,Medium,Resolved,95,2026-01-12 05:50:19.204340,2026-01-12 23:23:23.428569,2
38893,ER,Medium,Resolved,12,2025-11-19 12:27:19.204340,2025-11-19 21:53:03.697907,5
38894,CARD,Medium,Resolved,98,2025-11-15 02:54:19.204340,2025-11-15 14:21:47.968838,1
38895,ER,Medium,Resolved,6,2026-02-28 23:28:19.204340,2026-03-01 11:00:38.976282,4
38896,OPD,Medium,Resolved,57,2026-02-01 01:48:19.204340,2026-02-01 16:38:36.956804,2
38897,PEDS,High,Resolved,75,2025-12-16 04:07:19.204340,2025-12-16 09:20:58.026090,3
38898,ER,Low,Resolved,2,2026-01-17 02:22:19.204340,2026-01-18 00:53:04.125203,3
38899,PEDS,Medium,Resolved,62,2025-08-11 00:30:19.204340,2025-08-11 10:18:59.483867,6
38900,OPD,Low,Resolved,58,2025-10-05 05:23:19.204340,2025-10-06 17:27:15.219954,1
38901,RAD,High,Resolved,88,2025-12-06 02:10:19.204340,2025-12-06 10:19:36.980700,1
38902,PEDS,Medium,Resolved,71,2025-09-29 06:36:19.204340,2025-09-29 23:27:48.673175,8
38903,CARD,Medium,Resolved,98,2025-12-06 04:56:19.204340,2025-12-06 15:17:49.939536,2
38904,ICU,High,Pending,16,2026-03-02 03:06:19.204340,,2
38905,SURG,Medium,Resolved,34,2026-01-20 02:38:19.204340,2026-01-21 03:27:36.123796,10
38906,ER,Medium,Resolved,1,2025-11-21 06:06:19.204340,2025-11-21 15:49:02.914445,3
38907,ICU,Low,Resolved,20,2025-08-07 00:14:19.204340,2025-08-08 14:28:17.012237,1
38908,SURG,High,Resolved,33,2025-10-27 03:36:19.204340,2025-10-27 06:14:43.636524,2
38909,ER,Medium,Resolved,12,2025-12-02 03:53:19.204340,2025-12-03 01:16:06.201978,4
38910,ICU,Medium,Resolved,16,2025-09-16 23:22:19.204340,2025-09-17 05:16:40.181589,4
38911,CARD,High,Resolved,98,2025-05-25 23:42:19.204340,2025-05-26 12:55:00.448342,3
38912,CARD,Low,Resolved,103,2025-11-30 23:51:19.204340,2025-12-02 11:02:01.141955,1
38913,ICU,High,Resolved,29,2025-11-09 01:51:19.204340,2025-11-09 05:34:42.416066,9
38914,CARD,High,Resolved,94,2025-09-12 22:01:19.204340,2025-09-13 03:48:39.675637,5
38915,OPD,Low,Resolved,56,2025-05-05 02:07:19.204340,2025-05-06 18:15:21.226606,3
38916,SURG,Medium,Resolved,36,2025-04-02 06:14:19.204340,2025-04-02 14:41:34.693390,6
38917,ICU,Medium,Resolved,23,2025-09-20 09:28:19.204340,2025-09-20 11:37:36.528123,3
38918,SURG,Medium,Resolved,45,2026-01-03 07:36:19.204340,2026-01-04 04:25:51.445374,2
38919,RAD,Medium,Resolved,82,2025-12-28 19:28:19.204340,2025-12-29 03:15:39.814955,9
38920,PEDS,Medium,Resolved,72,2025-05-30 01:46:19.204340,2025-05-30 15:59:05.014521,8
38921,ICU,Low,Resolved,25,2026-01-06 09:07:19.204340,2026-01-08 10:34:58.179307,5
38922,SURG,Medium,Resolved,32,2026-02-28 08:55:19.204340,2026-02-28 17:30:24.343427,8
38923,OPD,Medium,Resolved,52,2025-03-19 05:43:19.204340,2025-03-19 17:29:21.541397,5
38924,ER,Medium,Resolved,8,2025-09-03 10:54:19.204340,2025-09-04 09:03:39.225063,9
38925,PEDS,Low,Resolved,75,2025-07-26 06:07:19.204340,2025-07-27 20:41:30.536044,7
38926,ICU,Low,Resolved,16,2025-04-30 08:42:19.204340,2025-05-02 14:31:37.673333,3
38927,SURG,Medium,Resolved,40,2025-10-29 03:27:19.204340,2025-10-29 14:48:14.085486,9
38928,OPD,Medium,Resolved,52,2025-12-10 09:23:19.204340,2025-12-10 19:10:14.659713,8
38929,PEDS,High,Resolved,68,2025-10-11 04:54:19.204340,2025-10-11 10:09:18.270627,7
38930,OPD,Medium,Resolved,60,2025-06-17 05:45:19.204340,2025-06-17 13:44:30.010345,5
38931,CARD,Medium,Resolved,95,2025-03-10 07:46:19.204340,2025-03-10 14:02:32.114085,1
38932,OPD,Low,Resolved,54,2025-09-13 09:39:19.204340,2025-09-16 05:16:45.368695,5
38933,SURG,Medium,Resolved,33,2025-11-02 00:57:19.204340,2025-11-02 12:44:56.680784,10
38934,SURG,Medium,Resolved,43,2026-02-28 23:05:19.204340,2026-03-01 12:09:07.483818,7
38935,RAD,Medium,Resolved,77,2025-06-27 06:02:19.204340,2025-06-28 04:05:50.817632,9
38936,ER,Medium,Resolved,13,2025-05-02 15:58:19.204340,2025-05-03 01:34:35.982425,7
38937,RAD,High,Resolved,79,2025-03-17 20:44:19.204340,2025-03-17 23:32:18.037415,8
38938,PEDS,Medium,Resolved,64,2026-01-28 16:54:19.204340,2026-01-29 04:48:30.290383,6
38939,ER,High,Resolved,11,2025-06-23 01:47:19.204340,2025-06-23 03:19:06.131305,3
38940,ICU,High,Resolved,29,2025-10-06 03:31:19.204340,2025-10-06 13:31:45.153273,6
38941,OPD,Medium,Resolved,48,2025-11-19 02:00:19.204340,2025-11-20 00:49:17.232645,10
38942,SURG,Low,Resolved,31,2025-08-08 10:13:19.204340,2025-08-09 19:10:41.466595,5
38943,OPD,Low,Resolved,56,2025-12-19 04:29:19.204340,2025-12-19 15:07:39.561838,4
38944,CARD,Low,Resolved,94,2025-04-20 18:08:19.204340,2025-04-21 19:29:32.583323,8
38945,ER,Medium,Resolved,14,2025-09-06 11:46:19.204340,2025-09-07 03:49:29.813522,7
38946,ER,Medium,Resolved,12,2025-08-10 00:03:19.204340,2025-08-10 12:03:20.153130,3
38947,CARD,High,Resolved,92,2025-06-13 04:50:19.204340,2025-06-13 06:08:27.126146,10
38948,PEDS,Low,Resolved,68,2025-06-12 02:11:19.204340,2025-06-13 08:13:16.546014,1
38949,CARD,Low,Resolved,94,2025-05-22 07:22:19.204340,2025-05-23 16:36:19.589191,6
38950,RAD,Low,Resolved,78,2025-06-30 09:44:19.204340,2025-07-02 11:08:53.085771,2
38951,RAD,High,Resolved,77,2025-04-07 04:15:19.204340,2025-04-07 07:09:34.572352,5
38952,ER,Medium,Resolved,14,2025-09-27 00:25:19.204340,2025-09-27 08:53:16.433880,7
38953,ER,Medium,Resolved,9,2025-04-05 01:08:19.204340,2025-04-05 06:31:06.112129,7
38954,SURG,Medium,Resolved,40,2025-03-12 03:08:19.204340,2025-03-12 08:59:51.712806,10
38955,CARD,Medium,Resolved,103,2025-10-17 03:58:19.204340,2025-10-18 01:36:02.248219,1
38956,OPD,Medium,Resolved,56,2025-07-17 03:37:19.204340,2025-07-17 17:06:52.545077,4
38957,RAD,Low,Resolved,90,2025-11-14 03:27:19.204340,2025-11-14 22:57:15.924051,9
38958,ICU,Medium,Resolved,19,2025-05-11 20:11:19.204340,2025-05-12 03:15:21.656109,2
38959,PEDS,Low,Resolved,63,2025-11-25 01:19:19.204340,2025-11-26 18:10:35.672906,8
38960,SURG,Medium,Resolved,37,2025-05-26 02:48:19.204340,2025-05-26 15:59:27.012294,10
38961,SURG,Medium,Resolved,33,2026-02-27 04:41:19.204340,2026-02-27 06:28:34.238604,7
38962,RAD,Medium,Resolved,77,2025-10-12 01:03:19.204340,2025-10-12 12:36:49.058339,10
38963,ER,High,Resolved,12,2025-08-16 04:56:19.204340,2025-08-16 13:55:20.058182,5
38964,ICU,Medium,Resolved,18,2026-02-21 05:47:19.204340,2026-02-22 02:21:00.526875,6
38965,SURG,Low,Resolved,44,2025-08-29 05:08:19.204340,2025-08-30 19:25:31.640828,9
38966,OPD,Low,Resolved,50,2025-10-29 02:19:19.204340,2025-10-30 18:39:19.090210,7
38967,PEDS,Low,Resolved,74,2025-05-21 02:29:19.204340,2025-05-23 09:16:27.559554,1
38968,PEDS,Medium,Resolved,64,2025-09-17 03:48:19.204340,2025-09-17 11:57:14.692356,8
38969,PEDS,Medium,Resolved,64,2025-09-19 23:05:19.204340,2025-09-20 12:55:45.448350,8
38970,ER,Low,Resolved,12,2025-06-28 10:51:19.204340,2025-06-29 15:36:36.976638,2
38971,CARD,High,Resolved,103,2025-10-25 03:10:19.204340,2025-10-25 10:43:00.774756,4
38972,SURG,Medium,Resolved,33,2025-03-28 04:41:19.204340,2025-03-29 00:08:52.187766,1
38973,SURG,Low,Resolved,36,2025-06-16 22:07:19.204340,2025-06-17 16:54:10.915646,8
38974,SURG,High,Resolved,35,2026-01-01 06:01:19.204340,2026-01-01 09:02:37.796674,3
38975,ICU,High,Resolved,29,2025-12-12 02:00:19.204340,2025-12-12 04:44:11.598186,5
38976,ER,Medium,Resolved,2,2025-03-18 04:24:19.204340,2025-03-18 09:54:00.418362,1
38977,OPD,Medium,Resolved,54,2025-05-18 02:45:19.204340,2025-05-18 13:07:57.727396,10
38978,SURG,High,Resolved,37,2025-09-27 01:48:19.204340,2025-09-27 07:06:49.111825,6
38979,RAD,Low,Resolved,82,2025-03-10 20:18:19.204340,2025-03-11 12:27:21.805780,10
38980,PEDS,Medium,Resolved,66,2025-11-09 04:33:19.204340,2025-11-09 14:49:11.168708,9
38981,RAD,Medium,Resolved,83,2025-11-20 00:08:19.204340,2025-11-20 18:40:05.092211,2
38982,ER,Medium,Resolved,15,2025-07-18 04:02:19.204340,2025-07-18 20:13:50.069446,6
38983,ICU,Medium,Resolved,28,2026-02-19 03:32:19.204340,2026-02-19 22:19:56.098668,7
38984,OPD,Low,Resolved,54,2025-12-30 10:28:19.204340,2025-12-31 05:21:19.647106,10
38985,ER,Medium,Resolved,4,2025-09-16 06:07:19.204340,2025-09-16 11:47:13.755793,9
38986,ICU,High,Resolved,22,2025-04-18 02:30:19.204340,2025-04-18 05:09:23.571420,1
38987,ER,Low,Resolved,9,2025-09-25 00:42:19.204340,2025-09-26 14:45:12.504637,8
38988,OPD,Low,Resolved,51,2025-06-24 02:59:19.204340,2025-06-25 03:30:58.091338,2
38989,ER,Low,Resolved,15,2025-07-19 06:33:19.204340,2025-07-20 20:12:16.010616,2
38990,RAD,High,Resolved,77,2025-08-28 01:04:19.204340,2025-08-28 02:45:48.372213,3
38991,OPD,Medium,Resolved,52,2025-04-19 07:44:19.204340,2025-04-19 22:44:28.468564,1
38992,SURG,High,Resolved,36,2025-11-30 21:43:19.204340,2025-12-01 01:32:58.171447,4
38993,ICU,Medium,Resolved,22,2025-05-31 02:05:19.204340,2025-05-31 12:15:47.963968,1
38994,ER,High,Resolved,3,2025-11-21 13:29:19.204340,2025-11-21 19:33:10.576249,1
38995,CARD,Medium,Resolved,97,2025-06-29 23:27:19.204340,2025-06-30 04:58:12.789222,4
38996,SURG,High,Resolved,36,2025-04-24 03:01:19.204340,2025-04-24 05:09:08.082929,7
38997,CARD,High,Resolved,94,2025-07-17 01:43:19.204340,2025-07-17 03:10:44.571427,9
